year,is_knockout,team_1_score,team_2_score,team_1_name,team_1_is_home_nation,team_1_top_goalscorers_count,team_1_premier_league_players,team_1_laliga_players,team_1_serie_a_players,team_1_bundesliga_players,team_1_ligue_1_players,team_1_players_finishing_top_three_europe_domestic,team_1_n_unique_clubs,team_1_qualified_last_time,team_1_made_r16_last_time,team_1_made_quarters_last_time,team_1_made_semis_last_time,team_1_made_final_last_time,team_1_ranking,team_2_name,team_2_is_home_nation,team_2_top_goalscorers_count,team_2_premier_league_players,team_2_laliga_players,team_2_serie_a_players,team_2_bundesliga_players,team_2_ligue_1_players,team_2_players_finishing_top_three_europe_domestic,team_2_n_unique_clubs,team_2_qualified_last_time,team_2_made_r16_last_time,team_2_made_quarters_last_time,team_2_made_semis_last_time,team_2_made_final_last_time,team_2_ranking
2002,0,0,2,cameroon,0,0,3,2,1,1,7,3,22,1,0,0,0,0,17,germany,0,2,2,0,0,20,1,14,10,1,1,1,0,0,11
2002,0,0,3,saudi arabia,0,0,0,0,0,0,0,0,5,1,0,0,0,0,34,ireland,0,0,17,0,0,0,0,1,15,0,0,0,0,0,15
2002,0,1,1,england,0,0,22,0,0,1,0,11,11,1,1,0,0,0,12,sweden,0,0,5,1,1,1,2,1,17,0,0,0,0,0,19
2002,0,1,0,argentina,0,0,1,6,8,1,2,8,16,1,1,1,0,0,3,nigeria,0,0,2,0,0,1,3,1,21,1,1,0,0,0,27
2002,0,2,1,sweden,0,0,5,1,1,1,2,1,17,0,0,0,0,0,19,nigeria,0,0,2,0,0,1,3,1,21,1,1,0,0,0,27
2002,0,0,1,argentina,0,0,1,6,8,1,2,8,16,1,1,1,0,0,3,england,0,0,22,0,0,1,0,11,11,1,1,0,0,0,12
2002,0,1,1,sweden,0,0,5,1,1,1,2,1,17,0,0,0,0,0,19,argentina,0,0,1,6,8,1,2,8,16,1,1,1,0,0,3
2002,0,0,0,nigeria,0,0,2,0,0,1,3,1,21,1,1,0,0,0,27,england,0,0,22,0,0,1,0,11,11,1,1,0,0,0,12
2002,0,0,1,croatia,0,0,3,0,3,6,0,5,18,1,1,1,1,0,21,mexico,0,0,0,2,0,0,1,0,15,1,1,0,0,0,7
2002,0,2,0,italy,0,1,0,1,22,0,0,14,9,1,1,1,0,0,6,ecuador,0,0,1,6,0,0,0,0,9,0,0,0,0,0,36
2002,0,1,2,italy,0,1,0,1,22,0,0,14,9,1,1,1,0,0,6,croatia,0,0,3,0,3,6,0,5,18,1,1,1,1,0,21
2002,0,2,1,mexico,0,0,0,2,0,0,1,0,15,1,1,0,0,0,7,ecuador,0,0,1,6,0,0,0,0,9,0,0,0,0,0,36
2002,0,1,1,mexico,0,0,0,2,0,0,1,0,15,1,1,0,0,0,7,italy,0,1,0,1,22,0,0,14,9,1,1,1,0,0,6
2002,0,1,0,ecuador,0,0,1,6,0,0,0,0,9,0,0,0,0,0,36,croatia,0,0,3,0,3,6,0,5,18,1,1,1,1,0,21
2002,0,2,2,japan,1,0,1,0,1,0,0,1,12,1,0,0,0,0,32,belgium,0,0,1,0,0,4,2,1,13,1,0,0,0,0,23
2002,0,2,0,russia,0,0,0,3,1,0,1,1,14,0,0,0,0,0,28,tunisia,0,0,0,0,0,1,1,0,12,1,0,0,0,0,31
2002,0,1,0,japan,1,0,1,0,1,0,0,1,12,1,0,0,0,0,32,russia,0,0,0,3,1,0,1,1,14,0,0,0,0,0,28
2002,0,1,1,tunisia,0,0,0,0,0,1,1,0,12,1,0,0,0,0,31,belgium,0,0,1,0,0,4,2,1,13,1,0,0,0,0,23
2002,0,0,2,tunisia,0,0,0,0,0,1,1,0,12,1,0,0,0,0,31,japan,1,0,1,0,1,0,0,1,12,1,0,0,0,0,32
2002,0,3,2,belgium,0,0,1,0,0,4,2,1,13,1,0,0,0,0,23,russia,0,0,0,3,1,0,1,1,14,0,0,0,0,0,28
2002,1,1,0,germany,0,2,2,0,0,20,1,14,10,1,1,1,0,0,11,paraguay,0,0,0,1,0,1,0,2,14,1,1,0,0,0,18
2002,1,0,3,denmark,0,0,5,0,3,1,0,0,19,1,1,1,0,0,20,england,0,0,22,0,0,1,0,11,11,1,1,0,0,0,12
2002,1,1,2,sweden,0,0,5,1,1,1,2,1,17,0,0,0,0,0,19,senegal,0,0,0,0,0,0,17,6,14,0,0,0,0,0,42
2002,1,1,1,spain,0,2,0,22,1,0,0,12,11,1,0,0,0,0,8,ireland,0,0,17,0,0,0,0,1,15,0,0,0,0,0,15
2002,1,0,2,mexico,0,0,0,2,0,0,1,0,15,1,1,0,0,0,7,united states,0,0,5,0,0,1,1,1,21,1,0,0,0,0,13
2002,1,2,0,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2,belgium,0,0,1,0,0,4,2,1,13,1,0,0,0,0,23
2002,1,0,1,japan,1,0,1,0,1,0,0,1,12,1,0,0,0,0,32,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22
2002,1,2,1,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40,italy,0,1,0,1,22,0,0,14,9,1,1,1,0,0,6
2002,1,1,2,england,0,0,22,0,0,1,0,11,11,1,1,0,0,0,12,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2
2002,1,1,0,germany,0,2,2,0,0,20,1,14,10,1,1,1,0,0,11,united states,0,0,5,0,0,1,1,1,21,1,0,0,0,0,13
2002,1,0,0,spain,0,2,0,22,1,0,0,12,11,1,0,0,0,0,8,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40
2002,1,0,1,senegal,0,0,0,0,0,0,17,6,14,0,0,0,0,0,42,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22
2002,1,1,0,germany,0,2,2,0,0,20,1,14,10,1,1,1,0,0,11,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40
2002,1,1,0,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22
2002,1,2,3,south korea,1,0,0,0,1,0,0,0,16,1,0,0,0,0,40,turkey,0,0,3,1,3,1,0,3,12,0,0,0,0,0,22
2002,1,0,2,germany,0,2,2,0,0,20,1,14,10,1,1,1,0,0,11,brazil,0,0,1,3,4,1,2,5,18,1,1,1,1,1,2
2018,0,5,0,russia,1,0,0,1,0,0,0,0,10,1,0,0,0,0,70,saudi arabia,0,0,0,3,0,0,0,0,7,0,0,0,0,0,67
2018,0,0,1,egypt,0,1,5,0,0,0,0,1,16,0,0,0,0,0,45,uruguay,0,2,0,5,5,0,1,7,19,1,1,0,0,0,14
2018,0,3,1,russia,1,0,0,1,0,0,0,0,10,1,0,0,0,0,70,egypt,0,1,5,0,0,0,0,1,16,0,0,0,0,0,45
2018,0,1,0,uruguay,0,2,0,5,5,0,1,7,19,1,1,0,0,0,14,saudi arabia,0,0,0,3,0,0,0,0,7,0,0,0,0,0,67
2018,0,3,0,uruguay,0,2,0,5,5,0,1,7,19,1,1,0,0,0,14,russia,1,0,0,1,0,0,0,0,10,1,0,0,0,0,70
2018,0,2,1,saudi arabia,0,0,0,3,0,0,0,0,7,0,0,0,0,0,67,egypt,0,1,5,0,0,0,0,1,16,0,0,0,0,0,45
2018,0,0,1,morocco,0,0,0,5,1,1,2,3,22,0,0,0,0,0,41,iran,0,0,0,0,0,0,0,0,18,1,0,0,0,0,37
2018,0,3,3,portugal,0,1,4,2,2,1,2,11,19,1,0,0,0,0,4,spain,0,1,4,17,1,1,0,17,13,1,0,0,0,0,10
2018,0,1,0,portugal,0,1,4,2,2,1,2,11,19,1,0,0,0,0,4,morocco,0,0,0,5,1,1,2,3,22,0,0,0,0,0,41
2018,0,0,1,iran,0,0,0,0,0,0,0,0,18,1,0,0,0,0,37,spain,0,1,4,17,1,1,0,17,13,1,0,0,0,0,10
2018,0,1,1,iran,0,0,0,0,0,0,0,0,18,1,0,0,0,0,37,portugal,0,1,4,2,2,1,2,11,19,1,0,0,0,0,4
2018,0,2,2,spain,0,1,4,17,1,1,0,17,13,1,0,0,0,0,10,morocco,0,0,0,5,1,1,2,3,22,0,0,0,0,0,41
2018,0,2,1,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7,australia,0,0,2,0,0,1,0,0,22,1,0,0,0,0,36
2018,0,0,1,peru,0,0,1,0,0,0,0,0,19,0,0,0,0,0,11,denmark,0,0,5,3,2,3,2,0,19,0,0,0,0,0,12
2018,0,1,1,denmark,0,0,5,3,2,3,2,0,19,0,0,0,0,0,12,australia,0,0,2,0,0,1,0,0,22,1,0,0,0,0,36
2018,0,1,0,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7,peru,0,0,1,0,0,0,0,0,19,0,0,0,0,0,11
2018,0,0,0,denmark,0,0,5,3,2,3,2,0,19,0,0,0,0,0,12,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7
2018,0,0,2,australia,0,0,2,0,0,1,0,0,22,1,0,0,0,0,36,peru,0,0,1,0,0,0,0,0,19,0,0,0,0,0,11
2018,0,1,1,argentina,0,3,5,3,5,0,2,11,19,1,1,1,1,1,5,iceland,0,0,2,0,1,1,0,0,21,0,0,0,0,0,22
2018,0,2,0,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20,nigeria,0,0,4,2,2,1,1,0,21,1,1,0,0,0,48
2018,0,0,3,argentina,0,3,5,3,5,0,2,11,19,1,1,1,1,1,5,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20
2018,0,2,0,nigeria,0,0,4,2,2,1,1,0,21,1,1,0,0,0,48,iceland,0,0,2,0,1,1,0,0,21,0,0,0,0,0,22
2018,0,1,2,nigeria,0,0,4,2,2,1,1,0,21,1,1,0,0,0,48,argentina,0,3,5,3,5,0,2,11,19,1,1,1,1,1,5
2018,0,1,2,iceland,0,0,2,0,1,1,0,0,21,0,0,0,0,0,22,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20
2018,0,0,1,costa rica,0,0,0,4,1,0,0,2,19,1,1,1,0,0,23,serbia,0,0,3,2,4,2,0,3,22,0,0,0,0,0,34
2018,0,1,1,brazil,0,1,6,5,3,0,3,15,14,1,1,1,1,0,2,switzerland,0,0,2,1,5,10,1,4,19,1,1,0,0,0,6
2018,0,2,0,brazil,0,1,6,5,3,0,3,15,14,1,1,1,1,0,2,costa rica,0,0,0,4,1,0,0,2,19,1,1,1,0,0,23
2018,0,1,2,serbia,0,0,3,2,4,2,0,3,22,0,0,0,0,0,34,switzerland,0,0,2,1,5,10,1,4,19,1,1,0,0,0,6
2018,0,0,2,serbia,0,0,3,2,4,2,0,3,22,0,0,0,0,0,34,brazil,0,1,6,5,3,0,3,15,14,1,1,1,1,0,2
2018,0,2,2,switzerland,0,0,2,1,5,10,1,4,19,1,1,0,0,0,6,costa rica,0,0,0,4,1,0,0,2,19,1,1,1,0,0,23
2018,0,0,1,germany,0,1,3,2,1,15,2,14,16,1,1,1,1,1,1,mexico,0,0,1,3,0,2,0,4,17,1,1,0,0,0,15
2018,0,1,0,sweden,0,0,3,1,4,2,3,1,19,0,0,0,0,0,24,south korea,0,0,2,0,0,1,0,0,19,1,0,0,0,0,57
2018,0,1,2,south korea,0,0,2,0,0,1,0,0,19,1,0,0,0,0,57,mexico,0,0,1,3,0,2,0,4,17,1,1,0,0,0,15
2018,0,2,1,germany,0,1,3,2,1,15,2,14,16,1,1,1,1,1,1,sweden,0,0,3,1,4,2,3,1,19,0,0,0,0,0,24
2018,0,2,0,south korea,0,0,2,0,0,1,0,0,19,1,0,0,0,0,57,germany,0,1,3,2,1,15,2,14,16,1,1,1,1,1,1
2018,0,0,3,mexico,0,0,1,3,0,2,0,4,17,1,1,0,0,0,15,sweden,0,0,3,1,4,2,3,1,19,0,0,0,0,0,24
2018,0,3,0,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3,panama,0,0,0,0,0,0,0,0,20,0,0,0,0,0,55
2018,0,1,2,tunisia,0,0,1,0,0,0,6,0,20,0,0,0,0,0,21,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12
2018,0,5,2,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3,tunisia,0,0,1,0,0,0,6,0,20,0,0,0,0,0,21
2018,0,6,1,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12,panama,0,0,0,0,0,0,0,0,20,0,0,0,0,0,55
2018,0,0,1,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3
2018,0,1,2,panama,0,0,0,0,0,0,0,0,20,0,0,0,0,0,55,tunisia,0,0,1,0,0,0,6,0,20,0,0,0,0,0,21
2018,0,1,2,colombia,0,0,3,6,2,1,1,4,21,1,1,1,0,0,16,japan,0,0,2,2,0,4,2,0,20,1,0,0,0,0,61
2018,0,1,2,poland,0,1,3,0,7,3,1,5,19,0,0,0,0,0,8,senegal,0,0,5,0,3,1,6,3,20,0,0,0,0,0,27
2018,0,2,2,japan,0,0,2,2,0,4,2,0,20,1,0,0,0,0,61,senegal,0,0,5,0,3,1,6,3,20,0,0,0,0,0,27
2018,0,0,3,poland,0,1,3,0,7,3,1,5,19,0,0,0,0,0,8,colombia,0,0,3,6,2,1,1,4,21,1,1,1,0,0,16
2018,0,0,1,japan,0,0,2,2,0,4,2,0,20,1,0,0,0,0,61,poland,0,1,3,0,7,3,1,5,19,0,0,0,0,0,8
2018,0,0,1,senegal,0,0,5,0,3,1,6,3,20,0,0,0,0,0,27,colombia,0,0,3,6,2,1,1,4,21,1,1,1,0,0,16
2018,1,4,3,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7,argentina,0,3,5,3,5,0,2,11,19,1,1,1,1,1,5
2018,1,2,1,uruguay,0,2,0,5,5,0,1,7,19,1,1,0,0,0,14,portugal,0,1,4,2,2,1,2,11,19,1,0,0,0,0,4
2018,1,1,1,spain,0,1,4,17,1,1,0,17,13,1,0,0,0,0,10,russia,1,0,0,1,0,0,0,0,10,1,0,0,0,0,70
2018,1,1,1,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20,denmark,0,0,5,3,2,3,2,0,19,0,0,0,0,0,12
2018,1,2,0,brazil,0,1,6,5,3,0,3,15,14,1,1,1,1,0,2,mexico,0,0,1,3,0,2,0,4,17,1,1,0,0,0,15
2018,1,3,2,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3,japan,0,0,2,2,0,4,2,0,20,1,0,0,0,0,61
2018,1,1,0,sweden,0,0,3,1,4,2,3,1,19,0,0,0,0,0,24,switzerland,0,0,2,1,5,10,1,4,19,1,1,0,0,0,6
2018,1,1,1,colombia,0,0,3,6,2,1,1,4,21,1,1,1,0,0,16,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12
2018,1,0,2,uruguay,0,2,0,5,5,0,1,7,19,1,1,0,0,0,14,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7
2018,1,1,2,brazil,0,1,6,5,3,0,3,15,14,1,1,1,1,0,2,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3
2018,1,0,2,sweden,0,0,3,1,4,2,3,1,19,0,0,0,0,0,24,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12
2018,1,2,2,russia,1,0,0,1,0,0,0,0,10,1,0,0,0,0,70,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20
2018,1,1,0,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3
2018,1,2,1,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12
2018,1,2,0,belgium,0,0,11,2,1,3,2,9,18,1,1,1,0,0,3,england,0,2,23,0,0,0,0,10,11,1,0,0,0,0,12
2018,1,4,2,france,0,1,5,6,1,2,9,15,15,1,1,1,0,0,7,croatia,0,0,1,4,6,4,1,9,21,1,0,0,0,0,20
2022,0,0,2,qatar,1,0,0,0,0,0,0,0,6,0,0,0,0,0,50,ecuador,0,0,3,0,0,2,1,1,21,0,0,0,0,0,44
2022,0,0,2,senegal,0,0,6,3,2,1,5,7,23,1,0,0,0,0,18,netherlands,0,0,3,2,4,2,0,8,15,0,0,0,0,0,8
2022,0,1,3,qatar,1,0,0,0,0,0,0,0,6,0,0,0,0,0,50,senegal,0,0,6,3,2,1,5,7,23,1,0,0,0,0,18
2022,0,1,1,netherlands,0,0,3,2,4,2,0,8,15,0,0,0,0,0,8,ecuador,0,0,3,0,0,2,1,1,21,0,0,0,0,0,44
2022,0,1,2,ecuador,0,0,3,0,0,2,1,1,21,0,0,0,0,0,44,senegal,0,0,6,3,2,1,5,7,23,1,0,0,0,0,18
2022,0,2,0,netherlands,0,0,3,2,4,2,0,8,15,0,0,0,0,0,8,qatar,1,0,0,0,0,0,0,0,6,0,0,0,0,0,50
2022,0,6,2,england,0,1,25,0,0,1,0,11,11,1,1,1,1,0,5,iran,0,0,1,0,0,1,0,2,16,1,0,0,0,0,20
2022,0,1,1,united states,0,0,5,2,2,2,1,3,22,0,0,0,0,0,16,wales,0,0,3,0,1,0,2,0,20,0,0,0,0,0,19
2022,0,0,2,wales,0,0,3,0,1,0,2,0,20,0,0,0,0,0,19,iran,0,0,1,0,0,1,0,2,16,1,0,0,0,0,20
2022,0,0,0,england,0,1,25,0,0,1,0,11,11,1,1,1,1,0,5,united states,0,0,5,2,2,2,1,3,22,0,0,0,0,0,16
2022,0,0,3,wales,0,0,3,0,1,0,2,0,20,0,0,0,0,0,19,england,0,1,25,0,0,1,0,11,11,1,1,1,1,0,5
2022,0,0,1,iran,0,0,1,0,0,1,0,2,16,1,0,0,0,0,20,united states,0,0,5,2,2,2,1,3,22,0,0,0,0,0,16
2022,0,1,2,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3,saudi arabia,0,0,0,0,0,0,0,0,7,1,0,0,0,0,51
2022,0,0,0,mexico,0,0,1,1,1,0,0,1,16,1,1,0,0,0,13,poland,0,1,2,1,9,2,2,2,24,1,0,0,0,0,26
2022,0,2,0,poland,0,1,2,1,9,2,2,2,24,1,0,0,0,0,26,saudi arabia,0,0,0,0,0,0,0,0,7,1,0,0,0,0,51
2022,0,2,0,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3,mexico,0,0,1,1,1,0,0,1,16,1,1,0,0,0,13
2022,0,0,2,poland,0,1,2,1,9,2,2,2,24,1,0,0,0,0,26,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3
2022,0,1,2,saudi arabia,0,0,0,0,0,0,0,0,7,1,0,0,0,0,51,mexico,0,0,1,1,1,0,0,1,16,1,1,0,0,0,13
2022,0,0,0,denmark,0,0,7,4,2,6,1,3,23,1,1,0,0,0,10,tunisia,0,0,0,0,1,1,2,0,22,1,0,0,0,0,30
2022,0,4,1,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4,australia,0,0,0,1,1,0,0,0,20,1,0,0,0,0,38
2022,0,0,1,tunisia,0,0,0,0,1,1,2,0,22,1,0,0,0,0,30,australia,0,0,0,1,1,0,0,0,20,1,0,0,0,0,38
2022,0,2,1,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4,denmark,0,0,7,4,2,6,1,3,23,1,1,0,0,0,10
2022,0,1,0,australia,0,0,0,1,1,0,0,0,20,1,0,0,0,0,38,denmark,0,0,7,4,2,6,1,3,23,1,1,0,0,0,10
2022,0,1,0,tunisia,0,0,0,0,1,1,2,0,22,1,0,0,0,0,30,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4
2022,0,1,2,germany,0,0,4,2,0,19,0,16,13,1,0,0,0,0,11,japan,0,0,2,1,0,5,3,2,24,1,1,0,0,0,24
2022,0,7,0,spain,0,0,5,18,0,1,2,18,12,1,1,0,0,0,7,costa rica,0,0,0,0,0,0,1,1,17,1,0,0,0,0,31
2022,0,0,1,japan,0,0,2,1,0,5,3,2,24,1,1,0,0,0,24,costa rica,0,0,0,0,0,0,1,1,17,1,0,0,0,0,31
2022,0,1,1,spain,0,0,5,18,0,1,2,18,12,1,1,0,0,0,7,germany,0,0,4,2,0,19,0,16,13,1,0,0,0,0,11
2022,0,2,1,japan,0,0,2,1,0,5,3,2,24,1,1,0,0,0,24,spain,0,0,5,18,0,1,2,18,12,1,1,0,0,0,7
2022,0,2,4,costa rica,0,0,0,0,0,0,1,1,17,1,0,0,0,0,31,germany,0,0,4,2,0,19,0,16,13,1,0,0,0,0,11
2022,0,0,0,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12
2022,0,1,0,belgium,0,0,7,4,2,3,3,9,18,1,1,1,1,0,2,canada,0,0,0,0,0,1,2,2,18,0,0,0,0,0,41
2022,0,0,2,belgium,0,0,7,4,2,3,3,9,18,1,1,1,1,0,2,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22
2022,0,4,1,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12,canada,0,0,0,0,0,1,2,2,18,0,0,0,0,0,41
2022,0,0,0,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12,belgium,0,0,7,4,2,3,3,9,18,1,1,1,1,0,2
2022,0,1,2,canada,0,0,0,0,0,1,2,2,18,0,0,0,0,0,41,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22
2022,0,1,0,switzerland,0,0,4,1,2,7,2,4,22,1,1,0,0,0,15,cameroon,0,0,1,0,4,1,4,4,26,0,0,0,0,0,43
2022,0,2,0,brazil,0,1,12,5,3,0,2,10,16,1,1,1,0,0,1,serbia,0,1,0,5,11,0,0,1,19,1,0,0,0,0,21
2022,0,3,3,cameroon,0,0,1,0,4,1,4,4,26,0,0,0,0,0,43,serbia,0,1,0,5,11,0,0,1,19,1,0,0,0,0,21
2022,0,1,0,brazil,0,1,12,5,3,0,2,10,16,1,1,1,0,0,1,switzerland,0,0,4,1,2,7,2,4,22,1,1,0,0,0,15
2022,0,2,3,serbia,0,1,0,5,11,0,0,1,19,1,0,0,0,0,21,switzerland,0,0,4,1,2,7,2,4,22,1,1,0,0,0,15
2022,0,1,0,cameroon,0,0,1,0,4,1,4,4,26,0,0,0,0,0,43,brazil,0,1,12,5,3,0,2,10,16,1,1,1,0,0,1
2022,0,0,0,uruguay,0,0,3,4,3,0,0,7,21,1,1,1,0,0,14,south korea,0,1,2,1,1,2,0,1,17,1,0,0,0,0,28
2022,0,3,2,portugal,0,1,9,2,2,2,3,15,14,1,1,0,0,0,9,ghana,0,0,5,2,0,1,4,1,25,0,0,0,0,0,61
2022,0,2,3,south korea,0,1,2,1,1,2,0,1,17,1,0,0,0,0,28,ghana,0,0,5,2,0,1,4,1,25,0,0,0,0,0,61
2022,0,2,0,portugal,0,1,9,2,2,2,3,15,14,1,1,0,0,0,9,uruguay,0,0,3,4,3,0,0,7,21,1,1,1,0,0,14
2022,0,0,2,ghana,0,0,5,2,0,1,4,1,25,0,0,0,0,0,61,uruguay,0,0,3,4,3,0,0,7,21,1,1,1,0,0,14
2022,0,2,1,south korea,0,1,2,1,1,2,0,1,17,1,0,0,0,0,28,portugal,0,1,9,2,2,2,3,15,14,1,1,0,0,0,9
2022,1,3,1,netherlands,0,0,3,2,4,2,0,8,15,0,0,0,0,0,8,united states,0,0,5,2,2,2,1,3,22,0,0,0,0,0,16
2022,1,2,1,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3,australia,0,0,0,1,1,0,0,0,20,1,0,0,0,0,38
2022,1,3,1,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4,poland,0,1,2,1,9,2,2,2,24,1,0,0,0,0,26
2022,1,3,0,england,0,1,25,0,0,1,0,11,11,1,1,1,1,0,5,senegal,0,0,6,3,2,1,5,7,23,1,0,0,0,0,18
2022,1,1,1,japan,0,0,2,1,0,5,3,2,24,1,1,0,0,0,24,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12
2022,1,4,1,brazil,0,1,12,5,3,0,2,10,16,1,1,1,0,0,1,south korea,0,1,2,1,1,2,0,1,17,1,0,0,0,0,28
2022,1,0,0,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22,spain,0,0,5,18,0,1,2,18,12,1,1,0,0,0,7
2022,1,6,1,portugal,0,1,9,2,2,2,3,15,14,1,1,0,0,0,9,switzerland,0,0,4,1,2,7,2,4,22,1,1,0,0,0,15
2022,1,1,1,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12,brazil,0,1,12,5,3,0,2,10,16,1,1,1,0,0,1
2022,1,2,2,netherlands,0,0,3,2,4,2,0,8,15,0,0,0,0,0,8,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3
2022,1,1,0,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22,portugal,0,1,9,2,2,2,3,15,14,1,1,0,0,0,9
2022,1,1,2,england,0,1,25,0,0,1,0,11,11,1,1,1,1,0,5,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4
2022,1,3,0,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12
2022,1,2,0,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22
2022,1,2,1,croatia,0,0,2,3,4,5,1,5,23,1,1,1,1,1,12,morocco,0,0,3,3,2,1,4,3,22,1,0,0,0,0,22
2022,1,3,3,argentina,0,1,5,10,4,1,2,9,18,1,1,0,0,0,3,france,0,2,5,6,3,6,6,18,17,1,1,1,1,1,4
